FileName,ResearchQuestion,Theme,Subject,Sentence,DominantTopic,TopicKeywords
A57,RQ1,Principles and Values,Architecture,These frameworks usually end up causing more problems than they solve. What we are advocating is thoughtful application of test automation patterns.,3,"design, principles, community, people, need, thinking, must, patterns"
A57,RQ1,Principles and Values,Innovation,We propose these principles and patterns as a 'Test Automation Manifesto'.                                                                 ,3,"design, principles, community, people, need, thinking, must, patterns"
A57,RQ1,Principles and Values,Change,The cost of writing and maintaining test suites has been a particular challenge... we had to find ways to reduce the cost while producing the valuable return we wanted. ,1,"software, part, astronomical, engineering, integral, quality, come, projects"
A57,RQ1,Objective and Motivation,Solve existing problems and challenges, We encountered a number of problems... we had to find ways to reduce the cost while producing the valuable return we wanted.               ,2,"research, open, work, future, extent, basic, also, community"
A57,RQ1,Main Guidelines,Adopt new technologies and approaches,We propose these principles and patterns as a 'Test Automation Manifesto'.                               ,3,"design, principles, community, people, need, thinking, must, patterns"
A57,RQ1,Main Guidelines,Develop tools and techniques, Generative test automation patterns can be used to guide test automaters in avoiding the problems in the first place.     ,3,"design, principles, community, people, need, thinking, must, patterns"
A57,RQ1,Main Guidelines,Share knowledge, We propose these principles and patterns as a 'Test Automation Manifesto'.                                  ,3,"design, principles, community, people, need, thinking, must, patterns"
A57,RQ1,Impact and Applicability,Conduct research and experiments,This can be accomplished manually either by writing the tests before the code they test (and they should fail) or by introducing defects into the SUT after the tests are written.,3,"design, principles, community, people, need, thinking, must, patterns"
A57,RQ3,Relationship with SWeBok,Software architecture,SUT API Encapsulation reduces maintenance cost by isolating tests from unimportant changes to SUT API.                  ,0,"systems, data, security, system, privacy, users, development, computing"
A57,RQ3,Relationship with SWeBok,Software Construction,Anonymous Creation Methods ensure tests are repeatable and robust.                 ,0,"systems, data, security, system, privacy, users, development, computing"
A57,RQ3,Relationship with SWeBok,Software Quality,The Test Automation Manifesto defines the principles that underlie highly effective tests.           ,3,"design, principles, community, people, need, thinking, must, patterns"
A57,RQ3,Relationship with SWeBok,Software Testing,Bad smells occur specifically in test code. They recommend a set of refactorings that can be applied to the tests to remove them.                 ,2,"research, open, work, future, extent, basic, also, community"
A58,RQ1,Principles and Values,User focus,To support validity by advancing reproducibility and comparability: reproducibility of research results is an important requirement for achieving validity in many scientific disciplines.,2,"research, open, work, future, extent, basic, also, community"
A58,RQ1,Principles and Values,Openness,Making research data accessible for reuse is in line with initiatives calling for a more ‘open science’.,2,"research, open, work, future, extent, basic, also, community"
